function_id,architecture,record,runtime_address,file_offset,size,name,callers,callees,parameters,return_value,side_effects,confidence,sources,name_evidence,size_evidence,unresolved_reason
main-sparc:0x0018BA48,SPARC-V8-BE32,5,0x0018BA48,0x001B9A48,0xA0,SecLibCommon_CheckAppDataOverWriteHDCP22Key,0x00179804 0x00179898 0x001798C8 0x0017A7A8 0x0017A7E0 0x0017B778,0x0011EA70 0x001248BC 0x00125514 0x00127854 0x001A0050 0x001A756C 0x001A8B1C,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,debug-string-anchor:0x0023BA20,IDA=0xA0,parameter ABI not validated; return semantics not validated
main-sparc:0x0018BA60,SPARC-V8-BE32,5,0x0018BA60,0x001B9A60,UNRESOLVED,UNRESOLVED,0x00179898 0x001798C8 0x0017A7A8 0x0017A7E0,0x001248BC 0x001A0050 0x001A756C,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,high,Ghidra|raw-sparc,stripped; no unique debug-token anchor,no analyzer established an end boundary,semantic name unavailable; no analyzer established an end boundary; parameter ABI not validated; return semantics not validated
main-sparc:0x0018BA94,SPARC-V8-BE32,5,0x0018BA94,0x001B9A94,UNRESOLVED,UNRESOLVED,0x0017B778,0x00125514 0x00127854,UNRESOLVED,UNRESOLVED,"MEMORY_REFS(load=2,store=0); see function_memory_effects.csv",high,Ghidra|raw-sparc,stripped; no unique debug-token anchor,no analyzer established an end boundary,semantic name unavailable; no analyzer established an end boundary; parameter ABI not validated; return semantics not validated
main-sparc:0x0018BAE8,SPARC-V8-BE32,5,0x0018BAE8,0x001B9AE8,0x24,UNRESOLVED,0x001ADACC 0x001B0500,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,"MEMORY_REFS(load=2,store=1); see function_memory_effects.csv",ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x24,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x0018BB20,SPARC-V8-BE32,5,0x0018BB20,0x001B9B20,0x1B4,UNRESOLVED,0x0017DB48,0x0017FFD8 0x00182EF0 0x0018AE00 0x001AFF54 0x001B02C0 0x001B23A0 0x001B5CE4 0x001B5ECC,UNRESOLVED,UNRESOLVED,"MEMORY_REFS(load=1,store=0); see function_memory_effects.csv",ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x1B4,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x0018BCD4,SPARC-V8-BE32,5,0x0018BCD4,0x001B9CD4,0x74,UNRESOLVED,0x0017B3F4 0x0017B778 0x0017DF14 0x0017E010 0x0017EC80 0x0017F604 0x0018E4E4 0x001B2BF4 0x001BBFB0 0x001BD288 0x001BD9B0 0x001C0444 0x001C9C24 0x001C9E60 0x001DFDB0 0x001E4838 0x001E4950 0x001E4C38,0x00182FF8 0x0018C678,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x74,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x0018BD48,SPARC-V8-BE32,5,0x0018BD48,0x001B9D48,0x20,UNRESOLVED,NONE_RECOVERED,0x0017FFD8,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x20,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x0018BD68,SPARC-V8-BE32,5,0x0018BD68,0x001B9D68,0x10,UNRESOLVED,0x0017C4A4,0x00124314,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x10,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x0018BD78,SPARC-V8-BE32,5,0x0018BD78,0x001B9D78,0x54,UNRESOLVED,0x001BCF54,0x001821C8,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x54,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x0018BDCC,SPARC-V8-BE32,5,0x0018BDCC,0x001B9DCC,0x1C,UNRESOLVED,0x001A2750 0x001ADACC,0x00124344,UNRESOLVED,UNRESOLVED,"MEMORY_REFS(load=0,store=1); see function_memory_effects.csv",ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x1C,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x0018BDE8,SPARC-V8-BE32,5,0x0018BDE8,0x001B9DE8,0x58,SecLibCommon_PanelOnOffControl,0x001A2750,0x0011EAA8 0x00127854,UNRESOLVED,UNRESOLVED,"MEMORY_REFS(load=2,store=0); see function_memory_effects.csv",ida-defined,Ghidra|IDA|raw-sparc,debug-string-anchor:0x0023BA50,IDA=0x58,parameter ABI not validated; return semantics not validated
main-sparc:0x0018BE40,SPARC-V8-BE32,5,0x0018BE40,0x001B9E40,0xD4,SecLibCommon_PowerOnPanelForOSDDisplay,0x00179804 0x001798C8 0x0017E010 0x001A6388 0x001BA308 0x001C5988 0x001C9C24 0x001C9E60 0x001CAA78 0x001D08D8 0x001D1214 0x001D8878,0x0011EA90 0x0011EAA8 0x0011EAC0 0x001206E4 0x0012379C 0x00127854 0x001A756C,UNRESOLVED,UNRESOLVED,"MEMORY_REFS(load=3,store=0); see function_memory_effects.csv",ida-defined,Ghidra|IDA|raw-sparc,debug-string-anchor:0x0023BA70,IDA=0xD4,parameter ABI not validated; return semantics not validated
main-sparc:0x0018BEEC,SPARC-V8-BE32,5,0x0018BEEC,0x001B9EEC,UNRESOLVED,UNRESOLVED,0x001A6388,0x0012379C,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,medium,Ghidra|raw-sparc,stripped; no unique debug-token anchor,no analyzer established an end boundary,semantic name unavailable; no analyzer established an end boundary; parameter ABI not validated; return semantics not validated
main-sparc:0x0018BEFC,SPARC-V8-BE32,5,0x0018BEFC,0x001B9EFC,UNRESOLVED,UNRESOLVED,0x001D8878,0x001206E4,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,high,Ghidra|raw-sparc,stripped; no unique debug-token anchor,no analyzer established an end boundary,semantic name unavailable; no analyzer established an end boundary; parameter ABI not validated; return semantics not validated
main-sparc:0x0018BF14,SPARC-V8-BE32,5,0x0018BF14,0x001B9F14,0x28,UNRESOLVED,0x001798C8,0x0011D8C4 0x0011D984 0x001ABBE8,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x28,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x0018BF2C,SPARC-V8-BE32,5,0x0018BF2C,0x001B9F2C,UNRESOLVED,UNRESOLVED,0x001798C8,0x0011D984,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,medium,Ghidra|raw-sparc,stripped; no unique debug-token anchor,no analyzer established an end boundary,semantic name unavailable; no analyzer established an end boundary; parameter ABI not validated; return semantics not validated
main-sparc:0x0018BF3C,SPARC-V8-BE32,5,0x0018BF3C,0x001B9F3C,0x10,UNRESOLVED,0x001798C8,0x0011D98C,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x10,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x0018BF4C,SPARC-V8-BE32,5,0x0018BF4C,0x001B9F4C,0x14,UNRESOLVED,0x001798C8,0x0011D9A0,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x14,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x0018BF60,SPARC-V8-BE32,5,0x0018BF60,0x001B9F60,0x14,UNRESOLVED,0x001798C8,0x0011D9A0,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x14,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x0018BF74,SPARC-V8-BE32,5,0x0018BF74,0x001B9F74,0x8,nullsub_47,0x001798C8,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,IDA|raw-sparc,IDA user/entry name,IDA=0x8,parameter ABI not validated; return semantics not validated
main-sparc:0x0018BF7C,SPARC-V8-BE32,5,0x0018BF7C,0x001B9F7C,0x30,UNRESOLVED,0x001798C8 0x001DB098 0x001DB94C,0x00117F8C 0x00118004 0x0011D9A8,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x30,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x0018BF8C,SPARC-V8-BE32,5,0x0018BF8C,0x001B9F8C,UNRESOLVED,UNRESOLVED,0x001DB94C,0x00117F8C,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,low,Ghidra|raw-sparc,stripped; no unique debug-token anchor,no analyzer established an end boundary,semantic name unavailable; no analyzer established an end boundary; parameter ABI not validated; return semantics not validated
main-sparc:0x0018BF9C,SPARC-V8-BE32,5,0x0018BF9C,0x001B9F9C,UNRESOLVED,UNRESOLVED,0x001DB1A4,0x00118004,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,low,Ghidra|raw-sparc,stripped; no unique debug-token anchor,no analyzer established an end boundary,semantic name unavailable; no analyzer established an end boundary; parameter ABI not validated; return semantics not validated
main-sparc:0x0018BFAC,SPARC-V8-BE32,5,0x0018BFAC,0x001B9FAC,0x14,UNRESOLVED,0x00185D4C 0x0018CF68 0x0018CF9C 0x0019C2A4 0x001DABD4,0x00117B48,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x14,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x0018BFC0,SPARC-V8-BE32,5,0x0018BFC0,0x001B9FC0,0x7C,SecLibCommon_ResetDriver,0x00179700 0x001798C8 0x001A2998 0x001E0100 0x001E021C,0x00117B48 0x0012089C 0x00127854 0x00183EF4 0x0018E804,UNRESOLVED,UNRESOLVED,"MEMORY_REFS(load=2,store=0); see function_memory_effects.csv",ida-defined,Ghidra|IDA|raw-sparc,debug-string-anchor:0x0023BA98,IDA=0x7C,parameter ABI not validated; return semantics not validated
main-sparc:0x0018C03C,SPARC-V8-BE32,5,0x0018C03C,0x001BA03C,0x12C,UNRESOLVED,0x00177394,0x00117C0C 0x0012089C 0x00181DCC 0x00182088 0x00182264 0x00183F58 0x0018A710 0x0018F0AC 0x0018FDAC 0x0019021C 0x001ADDF0,UNRESOLVED,UNRESOLVED,"MEMORY_REFS(load=5,store=5); see function_memory_effects.csv",ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x12C,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x0018C168,SPARC-V8-BE32,5,0x0018C168,0x001BA168,0x148,UNRESOLVED,0x001021BC 0x00177394 0x00178080,0x0011EAA8 0x00127854 0x0018E9B4 0x0018E9F8 0x0018F0AC 0x0019F560 0x001B2310 0x001B6178,UNRESOLVED,UNRESOLVED,"MEMORY_REFS(load=8,store=6); see function_memory_effects.csv",ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x148,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x0018C2B0,SPARC-V8-BE32,5,0x0018C2B0,0x001BA2B0,0x364,SecLibCommon_LibInitFromBootFlowStateCheckHandler,NONE_RECOVERED,0x00127854,UNRESOLVED,UNRESOLVED,"MEMORY_REFS(load=28,store=1); see function_memory_effects.csv",ida-defined,Ghidra|IDA|raw-sparc,debug-string-anchor:0x0023BAB8,IDA=0x364,parameter ABI not validated; return semantics not validated
main-sparc:0x0018C614,SPARC-V8-BE32,5,0x0018C614,0x001BA614,0x18,UNRESOLVED,0x001792A0 0x0018B5D8,0x0011D9B0,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x18,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x0018C62C,SPARC-V8-BE32,5,0x0018C62C,0x001BA62C,0x18,UNRESOLVED,0x00178E9C 0x00178EF8 0x00178F54 0x00178FB0 0x00179024 0x001792A0 0x001798C8 0x0018B5D8,0x0011D9B8,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x18,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x0018C644,SPARC-V8-BE32,5,0x0018C644,0x001BA644,0x34,UNRESOLVED,0x001792A0 0x0017F4E8 0x001AFC68 0x001D7214,0x0011D9B0,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x34,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x0018C678,SPARC-V8-BE32,5,0x0018C678,0x001BA678,0x68,UNRESOLVED,0x0017B3F4 0x0017C4A4 0x0017E17C 0x0017F604 0x0018BCD4 0x0018E4E4 0x001A6388 0x001A6830 0x001A77B8 0x001A7FE0 0x001A88C8 0x001A974C 0x001A9794 0x001AA52C 0x001AA5C0 0x001AA9E4 0x001AAB6C 0x001AAF38 0x001AB1CC 0x001ABFB4 0x001AC418 0x001AC6D0 0x001AF72C 0x001B1934 0x001BA308 0x001BA654 0x001BBD68 0x001BFD58 0x001CA478 0x001CE84C 0x001D7D5C 0x001D7ED8 0x001D8878 0x001E0100 0x001E021C 0x001E06CC 0x001E4950 0x001E4AD0 0x001E4C38,0x0011D9B0,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x68,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x0018C6E0,SPARC-V8-BE32,5,0x0018C6E0,0x001BA6E0,0x5C,UNRESOLVED,0x00164368 0x00178E9C 0x00179024 0x0017FA30 0x0017FAA8 0x00183760 0x00183E00 0x001AB790 0x001ABB10,0x0011D9B0,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x5C,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x0018C73C,SPARC-V8-BE32,5,0x0018C73C,0x001BA73C,0x34,UNRESOLVED,0x00178E5C 0x00178EF8 0x00179024 0x001792A0 0x0018319C 0x001AE284,0x0011D9B0,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x34,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x0018C770,SPARC-V8-BE32,5,0x0018C770,0x001BA770,0x3C,UNRESOLVED,0x00178F54 0x001792A0 0x0017D718 0x0017E464 0x0017E8A0 0x001AB790 0x001ABB10 0x001D73D4 0x001D7654,0x0011D9B0 0x00183E00,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x3C,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x0018C7AC,SPARC-V8-BE32,5,0x0018C7AC,0x001BA7AC,0x64,UNRESOLVED,0x00179024,0x0011D9B0 0x0011D9B8,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x64,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x0018C874,SPARC-V8-BE32,5,0x0018C874,0x001BA874,0x18,UNRESOLVED,0x0017B778,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,"MEMORY_REFS(load=1,store=0); see function_memory_effects.csv",ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x18,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x0018C88C,SPARC-V8-BE32,5,0x0018C88C,0x001BA88C,0x188,UNRESOLVED,0x00103310 0x0010345C 0x00177394 0x0017BFEC 0x0017C0DC,0x00124184 0x0017FFD8 0x00182FF8 0x001839E8 0x001B1624,UNRESOLVED,UNRESOLVED,"MEMORY_REFS(load=0,store=3); see function_memory_effects.csv",ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x188,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x0018CA14,SPARC-V8-BE32,5,0x0018CA14,0x001BAA14,0x20,UNRESOLVED,0x0017B778 0x001B1934,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x20,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x0018CA34,SPARC-V8-BE32,5,0x0018CA34,0x001BAA34,0x14,UNRESOLVED,0x001B0F18 0x001B167C,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x14,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x0018CA48,SPARC-V8-BE32,5,0x0018CA48,0x001BAA48,0x14,UNRESOLVED,0x001B0898 0x001B0F18 0x001B167C,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x14,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x0018CA5C,SPARC-V8-BE32,5,0x0018CA5C,0x001BAA5C,0x14,UNRESOLVED,0x001B13F0,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x14,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x0018CA70,SPARC-V8-BE32,5,0x0018CA70,0x001BAA70,0x14,UNRESOLVED,0x001B0898 0x001B13F0,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x14,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x0018CA84,SPARC-V8-BE32,5,0x0018CA84,0x001BAA84,0xF8,UNRESOLVED,0x0017B778,0x001836B4 0x001839D0 0x001ADACC 0x001AFE00 0x001AFE18 0x001B0008 0x001B2770,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0xF8,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x0018CB7C,SPARC-V8-BE32,5,0x0018CB7C,0x001BAB7C,0x70,UNRESOLVED,0x0017B778,0x001AFDD0 0x001AFE00 0x001AFE18,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x70,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x0018CBEC,SPARC-V8-BE32,5,0x0018CBEC,0x001BABEC,0x6C,UNRESOLVED,0x0017B778,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x6C,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x0018CC58,SPARC-V8-BE32,5,0x0018CC58,0x001BAC58,0x14,UNRESOLVED,0x00178FB0,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x14,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x0018CC6C,SPARC-V8-BE32,5,0x0018CC6C,0x001BAC6C,0x10,UNRESOLVED,0x0017AD04,0x00123EF0,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x10,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x0018CC7C,SPARC-V8-BE32,5,0x0018CC7C,0x001BAC7C,0x20,UNRESOLVED,0x00150838 0x001508C0 0x0017C4A4 0x0017E464 0x0017E8A0 0x0017EC80 0x0017F078 0x0017F130 0x0017F4E8 0x0017F604 0x0017F7C8 0x0017F934 0x0017FAA8 0x0017FE28 0x0018A61C 0x0019021C 0x001D75EC 0x001D7654 0x001E07F0,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,"MEMORY_REFS(load=2,store=0); see function_memory_effects.csv",ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x20,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x0018CC9C,SPARC-V8-BE32,5,0x0018CC9C,0x001BAC9C,0x94,UNRESOLVED,0x00179700 0x0017976C 0x00179794 0x00179804 0x001798C8 0x0017B5B4 0x0017B778 0x0017E464 0x0017E8A0 0x0017F604 0x001A2998 0x001ADACC 0x001ADE9C 0x001B0AF0 0x001B1624 0x001B167C 0x001B1934 0x001BBD40 0x001BD288 0x001C4180 0x001C4B24 0x001D6FE8 0x001D70E0 0x001D712C 0x001D7170 0x001D71D0 0x001D7654 0x001E4950,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,"MEMORY_REFS(load=3,store=1); see function_memory_effects.csv",ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x94,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x0018CD30,SPARC-V8-BE32,5,0x0018CD30,0x001BAD30,0x88,UNRESOLVED,0x00179700 0x00179794 0x0017A7E0 0x0017B778 0x001B085C 0x001B0F18 0x001B1934 0x001D7214 0x001D72EC 0x001D73D4 0x001D7654,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,"MEMORY_REFS(load=3,store=1); see function_memory_effects.csv",ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x88,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x0018CDB8,SPARC-V8-BE32,5,0x0018CDB8,0x001BADB8,0xD4,UNRESOLVED,0x0012180C 0x0018B65C 0x001A0390 0x001A22CC 0x001A6830 0x001A77B8 0x001AE3E0 0x001C5988 0x001C9C24 0x001C9E60 0x001CA96C 0x001CADE4 0x001CCA1C 0x001CE2BC 0x001CE434 0x001CE4C8 0x001D24B8 0x001E4950 0x001E4C38,0x0012416C,UNRESOLVED,UNRESOLVED,"MEMORY_REFS(load=5,store=1); see function_memory_effects.csv",ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0xD4,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x0018CEA0,SPARC-V8-BE32,5,0x0018CEA0,0x001BAEA0,0x24,UNRESOLVED,0x0019E3B0 0x001A26E4 0x001A2A9C 0x001C6554 0x001C6704,0x00127854,UNRESOLVED,UNRESOLVED,"MEMORY_REFS(load=0,store=1); see function_memory_effects.csv",ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x24,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x0018CEC4,SPARC-V8-BE32,5,0x0018CEC4,0x001BAEC4,0x24,UNRESOLVED,0x00124600 0x0014CA2C 0x0014CC9C 0x0014D81C 0x0014E398 0x0016FBDC 0x001D2018 0x001D24B8 0x001E07F0,0x00127854,UNRESOLVED,UNRESOLVED,"MEMORY_REFS(load=2,store=0); see function_memory_effects.csv",ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x24,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x0018CEE8,SPARC-V8-BE32,5,0x0018CEE8,0x001BAEE8,0x20,UNRESOLVED,0x0018D45C 0x0018DC30 0x0018E274,0x001247A0,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x20,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x0018CF08,SPARC-V8-BE32,5,0x0018CF08,0x001BAF08,0x60,UNRESOLVED,0x0014E398,0x001E4550,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x60,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x0018CF68,SPARC-V8-BE32,5,0x0018CF68,0x001BAF68,0x2C,UNRESOLVED,0x001A2628 0x001A2640 0x001A2A9C 0x001E08D0,0x001247BC 0x0018BFAC,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x2C,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x0018CF9C,SPARC-V8-BE32,5,0x0018CF9C,0x001BAF9C,0x158,SecLibCommon_UpdateHandler,0x0017F934 0x001E0648 0x001E06CC 0x001E07F0,0x0012416C 0x0012417C 0x001247D4 0x00127854 0x0018BFAC 0x0018E430 0x001A00E0 0x001A00F8 0x001B33A4 0x001B5CE4 0x001B5D0C,UNRESOLVED,UNRESOLVED,"MEMORY_REFS(load=2,store=0); see function_memory_effects.csv",ida-defined,Ghidra|IDA|raw-sparc,debug-string-anchor:0x0023BFA0,IDA=0x158,parameter ABI not validated; return semantics not validated
main-sparc:0x0018D0F4,SPARC-V8-BE32,5,0x0018D0F4,0x001BB0F4,0x34,UNRESOLVED,0x001E0648 0x001E06CC,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x34,semantic name unavailable; parameter ABI not validated; return semantics not validated
